elo1, elo2, res, round
1450,1754,1/2-1/2,9
1437,1736,1/2-1/2,9
1964,1349,1-0,9
1882,1309,1-0,9
1425,1595,0-1,9
1175,1471,1-0,9
2603,2700,1/2-1/2,10
2587,2546,1/2-1/2,10
2646,2511,1/2-1/2,10
2623,2631,1-0,10
2487,2706,1/2-1/2,10
2681,2447,1/2-1/2,10
2460,2657,1-0,10
2541,2418,1-0,10
2376,2501,1/2-1/2,10
2687,2398,1-0,10
2651,2441,1-0,10
2646,2435,1/2-1/2,10
2439,2600,0-1,10
2427,2599,0-1,10
2385,2528,0-1,10
2423,2506,0-1,10
2395,2496,1/2-1/2,10
2385,2495,1/2-1/2,10
2493,2382,1-0,10
2456,2239,1-0,10
2362,2490,0-1,10
2325,2479,1/2-1/2,10
2463,2317,1/2-1/2,10
2456,2257,1/2-1/2,10
2444,2105,1-0,10
2503,2255,1-0,10
2466,2251,1-0,10
2430,2249,1/2-1/2,10
2408,2212,1-0,10
2248,2394,0-1,10
2362,2229,1-0,10
2359,1994,1-0,10
2187,2323,1-0,10
2143,2299,1-0,10
2051,2269,0-1,10
2389,2208,1-0,10
2205,2360,0-1,10
2345,2198,1-0,10
2196,2314,1-0,10
2314,2162,1-0,10
2308,2191,1-0,10
2303,2158,1/2-1/2,10
2294,2126,1/2-1/2,10
2290,2124,1-0,10
2285,2123,1-0,10
2274,2105,0-1,10
2117,2270,0-1,10
2115,2253,1-0,10
2104,2244,1/2-1/2,10
2237,2048,1-0,10
2233,2101,0-1,10
2066,2215,1-0,10
1953,2209,0-1,10
2341,1844,1-0,10
2254,2049,1-0,10
2038,2237,0-1,10
2026,2237,0-1,10
2207,2022,1/2-1/2,10
2185,1998,1/2-1/2,10
1993,2180,0-1,10
1992,2176,0-1,10
2155,1997,1-0,10
1985,2155,1-0,10
1802,2135,1/2-1/2,10
2130,1996,0-1,10
2104,1953,1/2-1/2,10
2102,1883,1/2-1/2,10
1967,2101,1-0,10
2099,1867,1-0,10
1738,2097,1/2-1/2,10
2093,1618,1-0,10
1940,2080,0-1,10
1756,2055,0-1,10
1830,2066,0-1,10
1829,2044,0-1,10
2042,1886,1/2-1/2,10
2033,1862,1-0,10
2008,1854,1/2-1/2,10
2007,1822,0-1,10
2007,1812,0-1,10
1650,2005,1/2-1/2,10
2004,1759,1-0,10
1761,1999,0-1,10
1958,1662,0-1,10
1923,1654,1-0,10
1922,1618,1-0,10
1599,2044,0-1,10
2056,1865,1/2-1/2,10
1853,2027,0-1,10
1782,2011,1/2-1/2,10
1810,1980,0-1,10
1737,1967,0-1,10
1963,1710,0-1,10
1948,1705,1/2-1/2,10
1938,1663,1-0,10
1703,1921,1-0,10
1636,1915,1/2-1/2,10
1901,1624,1/2-1/2,10
1964,1668,1-0,10
1953,1704,0-1,10
1649,1897,1/2-1/2,10
1895,1595,1/2-1/2,10
1530,1893,1/2-1/2,10
1890,1526,1-0,10
1475,1882,1-0,10
1875,1470,1-0,10
1845,1450,1-0,10
1754,1437,0-1,10
1404,1677,1/2-1/2,10
1669,1234,1-0,10
1598,1175,1-0,10
1349,1512,1/2-1/2,10
2756,2065,1-0,1
2063,2736,0-1,1
2727,2062,1-0,1
1969,2519,0-1,1
2514,1968,1-0,1
2044,2651,1/2-1/2,1
2646,2044,1-0,1
2042,2642,0-1,1
2633,2039,1-0,1
2038,2625,0-1,1
2530,1972,1-0,1
2605,2037,1-0,1
2034,2603,0-1,1
2601,2031,1-0,1
2015,2585,0-1,1
2573,2009,1-0,1
2009,2566,0-1,1
2564,2008,1-0,1
2001,2560,0-1,1
2554,1994,1-0,1
1986,2548,0-1,1
2544,1985,1-0,1
1974,2540,0-1,1
2533,1973,1-0,1
1972,2532,0-1,1
2049,2676,0-1,1
2665,2045,1-0,1
1955,2514,1-0,1
2509,1951,1-0,1
1950,2498,0-1,1
2496,1948,1-0,1
1945,2491,0-1,1
2488,1944,1-0,1
1937,2482,0-1,1
2482,1929,1-0,1
1926,2468,0-1,1
2462,1909,1-0,1
1903,2461,0-1,1
2456,1900,1-0,1
1899,2450,1/2-1/2,1
2448,1895,0-1,1
1889,2447,0-1,1
2443,1889,1-0,1
1885,2435,0-1,1
2434,1880,1-0,1
1875,2433,0-1,1
2429,1874,1-0,1
1872,2428,0-1,1
2426,1868,1-0,1
1861,2422,0-1,1
2412,1855,1-0,1
1853,2408,0-1,1
2408,1845,1-0,1
1844,2404,0-1,1
2403,1843,1-0,1
1843,2401,0-1,1
2394,1839,1-0,1
1835,2393,0-1,1
2390,1833,1-0,1
1833,2380,0-1,1
2380,1828,1-0,1
1823,2379,0-1,1
2366,1808,1-0,1
1807,2357,0-1,1
2355,1806,1-0,1
1802,2351,0-1,1
2350,1787,1-0,1
1784,2349,1/2-1/2,1
2347,1781,1-0,1
1776,2345,1/2-1/2,1
2338,1775,1-0,1
1774,2337,0-1,1
2324,1767,1-0,1
1761,2321,0-1,1
2321,1756,1-0,1
1724,2317,0-1,1
2315,1720,1-0,1
1716,2315,0-1,1
2308,1701,1-0,1
1700,2307,0-1,1
2303,1697,1-0,1
1694,2302,0-1,1
2300,1692,1-0,1
1678,2288,0-1,1
2287,1677,1-0,1
1676,2279,0-1,1
2278,1662,1-0,1
1648,2277,0-1,1
2275,1642,1-0,1
1641,2274,0-1,1
2269,1636,1-0,1
1634,2251,0-1,1
2247,1611,1-0,1
1599,2242,0-1,1
2230,1575,1-0,1
1574,2230,0-1,1
1571,2221,0-1,1
2212,1562,1-0,1
1549,2211,0-1,1
2202,1525,1-0,1
1499,2189,0-1,1
2182,1497,1-0,1
2180,1491,1-0,1
2177,1485,1-0,1
1475,2176,1-0,1
2174,1454,1-0,1
1450,2172,0-1,1
2171,1370,1-0,1
1362,2170,0-1,1
2166,1348,1-0,1
1335,2150,1/2-1/2,1
2150,1320,1-0,1
1304,2140,0-1,1
2138,1301,1-0,1
2133,1224,1-0,1
1159,2132,0-1,1
2131,1119,1-0,1
1038,2123,0-1,1
2376,1819,1-0,1
1824,1273,1-0,1
2123,1571,1-0,1
2519,2269,1/2-1/2,2
2491,2212,1-0,2
2482,2202,1-0,2
2468,2182,1-0,2
2447,2177,0-1,2
2170,2434,0-1,2
2428,2166,0-1,2
2132,2426,0-1,2
2422,2133,1/2-1/2,2
2404,2123,1-0,2
2100,2390,0-1,2
2087,2380,0-1,2
2083,2376,1/2-1/2,2
2357,2077,1/2-1/2,2
2065,2355,0-1,2
2651,1824,1-0,2
2349,1899,1-0,2
2345,1784,1-0,2
2150,1645,1-0,2
2065,1335,1-0,2
1806,2063,0-1,2
2062,1807,0-1,2
1787,2049,0-1,2
2045,1802,1-0,2
2044,1781,1-0,2
1775,2042,0-1,2
2031,1724,0-1,2
1701,2009,0-1,2
1697,2001,0-1,2
1994,1694,1-0,2
1662,1972,0-1,2
1968,1636,1/2-1/2,2
1611,1955,0-1,2
1571,1950,0-1,2
1497,1937,1-0,2
1485,1926,0-1,2
1454,1903,0-1,2
1900,1499,1-0,2
1273,1861,0-1,2
1224,1853,0-1,2
1845,1159,1-0,2
1119,1844,0-1,2
2532,2275,1-0,2
2230,2514,0-1,2
2514,2247,1-0,2
2221,2509,0-1,2
2498,2230,1/2-1/2,2
2211,2496,0-1,2
2189,2488,0-1,2
2180,2462,0-1,2
2176,2456,1/2-1/2,2
2172,2443,0-1,2
2435,2174,1-0,2
2433,2171,1-0,2
2140,2429,0-1,2
2123,2412,0-1,2
2408,2131,1-0,2
2122,2408,0-1,2
2401,2119,1-0,2
2107,2394,1/2-1/2,2
2393,2104,1/2-1/2,2
2380,2095,1-0,2
2379,2084,1-0,2
2069,2366,0-1,2
2351,2066,1-0,2
1895,2350,0-1,2
2450,2044,1-0,2
2339,1776,1-0,2
1767,2038,1-0,2
2037,1761,1-0,2
1756,2034,0-1,2
1720,2015,0-1,2
2009,1716,1-0,2
2008,1700,0-1,2
1985,1678,1-0,2
1677,1974,0-1,2
1973,1676,0-1,2
1972,1648,1-0,2
1642,1969,0-1,2
1951,1634,1/2-1/2,2
1948,1599,1-0,2
1525,1945,0-1,2
1944,1574,1-0,2
1929,1571,0-1,2
1909,1549,1-0,2
1370,1889,0-1,2
1889,1491,1-0,2
1348,1885,0-1,2
1320,1875,0-1,2
1874,1475,1-0,2
1301,1872,0-1,2
1868,1450,1-0,2
1855,1304,1-0,2
1843,1038,1-0,2
2039,1774,0-1,2
2347,2756,0-1,2
2736,2338,1-0,2
2337,2727,0-1,2
2676,2324,1/2-1/2,2
2321,2665,1-0,2
2317,2646,1/2-1/2,2
2642,2321,1-0,2
2315,2633,1/2-1/2,2
2625,2315,1-0,2
2307,2605,0-1,2
2242,2530,0-1,2
2603,2308,1-0,2
2302,2601,0-1,2
2585,2303,1/2-1/2,2
2288,2573,0-1,2
2566,2300,1-0,2
2279,2564,0-1,2
2277,2554,0-1,2
2548,2287,1/2-1/2,2
2274,2544,0-1,2
2540,2278,1-0,2
2251,2533,0-1,2
2560,2315,1-0,3
2269,2450,1-0,3
2665,2083,1-0,3
2001,2428,0-1,3
1986,2347,1-0,3
2308,1972,1-0,3
1972,2307,0-1,3
1969,2302,0-1,3
1955,2288,0-1,3
1926,2251,0-1,3
2247,1900,1/2-1/2,3
1903,2242,0-1,3
1889,2230,1/2-1/2,3
1885,2221,0-1,3
2131,1845,1-0,3
1835,2123,0-1,3
2123,1843,1-0,3
1823,2087,0-1,3
2063,1808,1-0,3
2015,1497,1-0,3
1571,2044,0-1,3
1634,1968,0-1,3
1575,1951,0-1,3
1562,1899,0-1,3
1784,1335,1-0,3
1574,2062,0-1,3
1475,1787,1/2-1/2,3
1320,1756,0-1,3
1694,1224,1-0,3
1678,1119,1-0,3
2345,2651,1/2-1/2,3
2646,2339,1-0,3
2633,2176,1-0,3
2324,2519,1/2-1/2,3
2303,2498,0-1,3
2287,2482,0-1,3
2461,2150,1/2-1/2,3
2456,2150,1-0,3
2230,2422,0-1,3
2133,2403,0-1,3
2394,2138,0-1,3
2393,2135,0-1,3
2376,2107,1/2-1/2,3
2104,2357,0-1,3
2077,2349,0-1,3
2009,2447,0-1,3
2338,2009,1-0,3
1974,2337,1-0,3
2321,1994,1-0,3
2315,1985,1-0,3
2300,1948,1-0,3
1950,2279,1-0,3
2278,1944,1-0,3
1945,2277,0-1,3
2275,1909,1-0,3
2212,1895,1-0,3
1875,2211,0-1,3
2202,1889,0-1,3
1872,2189,0-1,3
2182,1874,1-0,3
1861,2180,1-0,3
2174,1868,1-0,3
1853,2172,0-1,3
2171,1855,1-0,3
1844,2170,0-1,3
1843,2140,1-0,3
1833,2122,1-0,3
2119,1839,1/2-1/2,3
1824,2100,0-1,3
2095,1833,1-0,3
2084,1828,0-1,3
1818,2069,1/2-1/2,3
2066,1819,1/2-1/2,3
1807,2065,0-1,3
1724,2065,0-1,3
1700,2045,0-1,3
1676,2044,1/2-1/2,3
2042,1774,1-0,3
2034,1767,1/2-1/2,3
1880,1362,1-0,3
2038,1571,1-0,3
1549,2031,0-1,3
1525,2008,0-1,3
1499,1973,0-1,3
1937,1485,1-0,3
1491,1929,0-1,3
1781,1454,1-0,3
1450,1775,1-0,3
1761,1370,1-0,3
1304,1720,1-0,3
1716,1301,0-1,3
1273,1701,0-1,3
1038,1697,0-1,3
2756,2462,1-0,3
2443,2736,1/2-1/2,3
2727,2435,1-0,3
2434,2642,1/2-1/2,3
2605,2433,1-0,3
2429,2603,1/2-1/2,3
2601,2426,1-0,3
2412,2566,1/2-1/2,3
2554,2408,1-0,3
2544,2408,1-0,3
2530,2380,1-0,3
2390,2540,1/2-1/2,3
2533,2401,1-0,3
2380,2532,1-0,3
2514,2379,0-1,3
2509,2366,1-0,3
2496,2351,0-1,3
2355,2491,1/2-1/2,3
2488,2321,0-1,3
2350,2482,1/2-1/2,3
2177,2468,0-1,3
2166,2676,0-1,3
2349,2585,0-1,4
2651,2212,1-0,4
2519,2177,1/2-1/2,4
2221,2514,0-1,4
2189,2496,0-1,4
2462,2174,1-0,4
2447,2171,1-0,4
2435,2166,1-0,4
2428,2131,1-0,4
2426,2123,1/2-1/2,4
2408,2095,1-0,4
2401,2042,1-0,4
2380,2015,1-0,4
2366,1986,1/2-1/2,4
2123,2345,1/2-1/2,4
2337,1950,1-0,4
2087,2321,1-0,4
2065,2317,0-1,4
2045,2308,1-0,4
2037,2300,0-1,4
2277,1833,1-0,4
1828,2275,0-1,4
2450,2034,1-0,4
2049,2394,0-1,4
2339,1889,1-0,4
2315,1880,1-0,4
2044,2287,1/2-1/2,4
1951,2247,1/2-1/2,4
2230,1818,1-0,4
1839,2132,0-1,4
2083,1676,1-0,4
1645,2077,0-1,4
1636,2066,0-1,4
2279,1853,1/2-1/2,4
1855,2202,0-1,4
2180,1844,1/2-1/2,4
2140,1835,0-1,4
2122,1824,1-0,4
1845,2084,0-1,4
2062,1823,1-0,4
1843,2038,0-1,4
2031,1807,1-0,4
2009,1774,1-0,4
1833,2009,0-1,4
2008,1761,1-0,4
1808,2001,0-1,4
1994,1724,1-0,4
1985,1700,1-0,4
1781,1974,1-0,4
1973,1694,0-1,4
1756,1972,1-0,4
1972,1678,1-0,4
1701,1969,0-1,4
1677,1945,0-1,4
1944,1450,1-0,4
1662,1937,1/2-1/2,4
1929,1304,1-0,4
1642,1926,1-0,4
1611,1903,0-1,4
1301,1875,0-1,4
1362,1806,0-1,4
1802,1348,1-0,4
1787,1159,1-0,4
1335,1634,0-1,4
1775,1320,0-1,4
1720,1273,1-0,4
1692,1038,1-0,4
1454,1648,1-0,4
1370,1574,0-1,4
1224,1549,0-1,4
1119,1525,0-1,4
2509,2727,0-1,4
2468,2605,1/2-1/2,4
2380,2601,0-1,4
2379,2554,0-1,4
2351,2544,0-1,4
2321,2533,0-1,4
2736,2482,1-0,4
2676,2456,1-0,4
2642,2443,0-1,4
2422,2633,0-1,4
2530,2756,0-1,4
2403,2625,0-1,4
2603,2434,1-0,4
2573,2429,1-0,4
2566,2404,1/2-1/2,4
2564,2412,1-0,4
2357,2560,1/2-1/2,4
2540,2355,1-0,4
2138,2514,0-1,4
2498,2390,1/2-1/2,4
2491,2350,1/2-1/2,4
2482,2269,1-0,4
2251,2665,0-1,4
2242,2548,0-1,4
2532,2182,1-0,4
2211,2488,0-1,4
2172,2461,1/2-1/2,4
2433,2135,1-0,4
2408,2063,1-0,4
2170,2393,1/2-1/2,4
2150,2376,0-1,4
2107,2338,0-1,4
2100,2324,1/2-1/2,4
2065,2315,1/2-1/2,4
2307,1861,1-0,4
2302,1843,1/2-1/2,4
1889,2278,1-0,4
2044,2303,0-1,4
1968,2274,0-1,4
1900,2230,0-1,4
2176,1784,1-0,4
2150,1776,1/2-1/2,4
1899,2133,0-1,4
1819,2119,0-1,4
1767,2104,0-1,4
1868,2347,0-1,4
1697,1955,0-1,4
1948,1571,1/2-1/2,4
1485,1716,0-1,4
2317,2462,1/2-1/2,5
2277,2435,0-1,5
2288,2642,0-1,5
2274,2519,0-1,5
2177,2450,0-1,5
2393,2138,1-0,5
2345,2100,1-0,5
2315,2069,1/2-1/2,5
1986,2302,0-1,5
2347,2037,1-0,5
2287,2009,1-0,5
1950,2211,1-0,5
2202,1985,1-0,5
2174,1951,1-0,5
2166,1929,1-0,5
1875,2150,0-1,5
2131,1895,1-0,5
2063,1828,1-0,5
2038,1642,1-0,5
1806,2279,1-0,5
1784,2049,1-0,5
1676,1968,1/2-1/2,5
1634,1948,0-1,5
1937,1767,1/2-1/2,5
1575,1900,0-1,5
1571,1899,1-0,5
1475,1839,0-1,5
1678,2140,0-1,5
1574,1973,0-1,5
1491,1843,0-1,5
1824,1692,0-1,5
1823,1677,1-0,5
1774,1571,0-1,5
1761,1454,1-0,5
1724,1304,1-0,5
1700,1301,1-0,5
1224,1775,0-1,5
1648,1119,1-0,5
1038,1485,0-1,5
2756,2554,1-0,5
2727,2544,1/2-1/2,5
2601,2533,1/2-1/2,5
2736,2573,1-0,5
2514,2676,1/2-1/2,5
2633,2564,1/2-1/2,5
2625,2468,1-0,5
2605,2540,1-0,5
2443,2603,1-0,5
2665,2408,1-0,5
2357,2530,1/2-1/2,5
2404,2651,1/2-1/2,5
2401,2646,0-1,5
2585,2380,1-0,5
2390,2566,0-1,5
2560,2380,1-0,5
2548,2379,1-0,5
2376,2532,1-0,5
2514,2351,1-0,5
2350,2509,0-1,5
2338,2498,0-1,5
2496,2337,1-0,5
2321,2491,0-1,5
2488,2307,1-0,5
2300,2447,0-1,5
2275,2433,0-1,5
2087,2428,1/2-1/2,5
2045,2408,0-1,5
2482,1889,1-0,5
2461,2269,1-0,5
2456,2230,1/2-1/2,5
2434,2176,0-1,5
2429,2172,1-0,5
2133,2426,0-1,5
2132,2422,0-1,5
2412,2170,1-0,5
2123,2403,0-1,5
2394,2123,1-0,5
2119,2366,0-1,5
2355,2104,1/2-1/2,5
2066,2349,0-1,5
2077,2339,1-0,5
2324,2083,1-0,5
1843,2315,0-1,5
2303,2065,1-0,5
2321,2031,1-0,5
2308,2015,1-0,5
2278,2009,0-1,5
2001,2251,1/2-1/2,5
2247,2008,1-0,5
1969,2242,0-1,5
1955,2221,1/2-1/2,5
2212,1994,1-0,5
1945,2189,1-0,5
2182,1972,0-1,5
2171,1944,1/2-1/2,5
1903,2150,1/2-1/2,5
2135,1909,1-0,5
1861,2122,1-0,5
1835,2107,0-1,5
2095,1874,1-0,5
2084,1781,1-0,5
1833,2065,1/2-1/2,5
1776,2062,1/2-1/2,5
1694,2044,1/2-1/2,5
2042,1756,1/2-1/2,5
2180,1802,1-0,5
2044,1787,1-0,5
2034,1662,1-0,5
1889,1645,1/2-1/2,5
1885,1641,1/2-1/2,5
1872,1636,1/2-1/2,5
1853,1497,1-0,5
1926,1697,1-0,5
1549,1868,1-0,5
1525,1855,0-1,5
1450,1833,0-1,5
1320,1808,1/2-1/2,5
1807,1611,1-0,5
1499,1845,0-1,5
2519,2357,1/2-1/2,6
2468,2345,1-0,6
2315,2461,1/2-1/2,6
2532,2212,1-0,6
2242,2456,1/2-1/2,6
2230,2390,1-0,6
2150,2355,0-1,6
2351,2131,1-0,6
2135,2350,0-1,6
2337,2095,0-1,6
2084,2321,0-1,6
2063,2315,1/2-1/2,6
2307,2045,1/2-1/2,6
1972,2287,0-1,6
1889,2247,0-1,6
2062,2434,1/2-1/2,6
2288,2044,1-0,6
2044,2274,0-1,6
2269,2042,0-1,6
1900,2171,0-1,6
2138,1903,1-0,6
1806,2133,1/2-1/2,6
2132,1843,0-1,6
2123,1833,1-0,6
2100,1818,1-0,6
2083,1784,1-0,6
1855,2278,0-1,6
2140,1872,1-0,6
2122,1835,1-0,6
2015,1823,1-0,6
1973,1724,1-0,6
1692,1969,1/2-1/2,6
1968,1700,1-0,6
1951,1676,1-0,6
1929,1645,1-0,6
1909,1641,1-0,6
1571,1889,1/2-1/2,6
1880,1549,0-1,6
2279,1575,1-0,6
1972,1475,1-0,6
1899,1362,1-0,6
1868,1499,1-0,6
1485,1824,0-1,6
1774,1491,1-0,6
1454,1716,1-0,6
1697,1450,1-0,6
1370,1678,1-0,6
1301,1599,0-1,6
1119,1038,0-1,6
2756,2736,1/2-1/2,6
2533,2727,1/2-1/2,6
2625,2601,0-1,6
2544,2605,0-1,6
2676,2443,1/2-1/2,6
2498,2665,1/2-1/2,6
2646,2509,1-0,6
2491,2633,0-1,6
2585,2496,1/2-1/2,6
2566,2488,1-0,6
2366,2530,1/2-1/2,6
2564,2482,1-0,6
2447,2560,0-1,6
2554,2376,1/2-1/2,6
2435,2548,1/2-1/2,6
2433,2514,1/2-1/2,6
2408,2514,1/2-1/2,6
2651,2412,1-0,6
2642,2404,1-0,6
2603,2403,1-0,6
2573,2394,1-0,6
2540,2393,1/2-1/2,6
2349,2482,1/2-1/2,6
2462,2324,1-0,6
2450,2317,0-1,6
2302,2429,1-0,6
2428,2303,1-0,6
2426,2087,1-0,6
2422,2077,1-0,6
2176,2401,1-0,6
2408,2202,1-0,6
2380,2174,1-0,6
2230,2380,0-1,6
2379,2166,1-0,6
2107,2347,1/2-1/2,6
2104,2338,0-1,6
2069,2321,0-1,6
2038,2308,0-1,6
2009,2300,1-0,6
1950,2277,0-1,6
1945,2275,1-0,6
2339,1861,1-0,6
2251,2034,1/2-1/2,6
2221,2001,1-0,6
1948,2180,1/2-1/2,6
1944,2177,0-1,6
2172,1986,1-0,6
2170,1955,1/2-1/2,6
2150,1853,1-0,6
1756,2123,1/2-1/2,6
2065,1776,1-0,6
2065,1694,1/2-1/2,6
2211,1571,1-0,6
2189,1844,1-0,6
1843,2182,1-0,6
2037,1833,1-0,6
2031,1828,1-0,6
2009,1807,1/2-1/2,6
2008,1781,1-0,6
1994,1767,1-0,6
1985,1761,0-1,6
1701,1937,1-0,6
1636,1926,0-1,6
1642,1895,0-1,6
1562,1885,1-0,6
1497,1974,0-1,6
1819,1320,1-0,6
1335,1802,1/2-1/2,6
1677,1273,1/2-1/2,6
1304,1648,0-1,6
2488,2349,1-0,7
2482,2315,1/2-1/2,7
2308,2408,1/2-1/2,7
2393,2009,1-0,7
2380,1945,1-0,7
2095,2456,0-1,7
2429,2177,1/2-1/2,7
2404,2150,1-0,7
2347,2123,0-1,7
2324,2077,1/2-1/2,7
2303,2065,0-1,7
1843,2221,0-1,7
2434,2038,1-0,7
2390,2031,1-0,7
2034,2337,1/2-1/2,7
2300,2015,1/2-1/2,7
2275,1994,1/2-1/2,7
1972,2230,0-1,7
2202,1951,1-0,7
1926,2170,0-1,7
2133,1756,1-0,7
2131,1806,1-0,7
1694,2084,0-1,7
2182,1692,1/2-1/2,7
2044,1843,1-0,7
1845,2044,0-1,7
2001,1662,1/2-1/2,7
1974,1571,1-0,7
1776,2049,1-0,7
1676,1985,0-1,7
1872,1697,1-0,7
1844,1642,1-0,7
1835,1636,1-0,7
1808,1525,0-1,7
1767,1335,0-1,7
1362,1677,1-0,7
1634,1320,1-0,7
1716,1304,1-0,7
2605,2756,1-0,7
2601,2727,0-1,7
2560,2646,0-1,7
2633,2533,1-0,7
2443,2566,0-1,7
2468,2676,0-1,7
2665,2462,1-0,7
2435,2651,0-1,7
2433,2642,0-1,7
2428,2625,0-1,7
2530,2302,1-0,7
2426,2603,1/2-1/2,7
2422,2573,1/2-1/2,7
2376,2544,0-1,7
2514,2408,1-0,7
2317,2498,0-1,7
2496,2176,1-0,7
2357,2540,1-0,7
2355,2532,0-1,7
2350,2519,0-1,7
2509,2351,0-1,7
2338,2491,1-0,7
2482,2321,1/2-1/2,7
2461,2230,1-0,7
2321,2447,0-1,7
2287,2380,1/2-1/2,7
2277,2379,0-1,7
2247,2366,0-1,7
2171,2450,0-1,7
2412,2172,1-0,7
2403,2138,1-0,7
2394,2100,1-0,7
2345,2107,1-0,7
2087,2339,1/2-1/2,7
2315,2083,1-0,7
2066,2307,1/2-1/2,7
2045,2288,0-1,7
2274,2063,1-0,7
2042,2242,0-1,7
2401,2037,0-1,7
2278,2008,1-0,7
1973,2251,0-1,7
2212,1968,1-0,7
1955,2211,1-0,7
2189,1950,1/2-1/2,7
2180,1929,1/2-1/2,7
2174,1948,0-1,7
2166,1909,1-0,7
1895,2150,1-0,7
1889,2140,0-1,7
1874,2135,0-1,7
2123,1701,1-0,7
1839,2122,1-0,7
1861,2119,1-0,7
1761,2104,0-1,7
1562,2069,0-1,7
1549,2062,0-1,7
1889,2279,0-1,7
1875,2269,0-1,7
1853,2132,1-0,7
1833,2009,0-1,7
1818,1972,1-0,7
1807,1944,1-0,7
1571,1900,0-1,7
1784,1899,1/2-1/2,7
1937,1720,1-0,7
1885,1700,0-1,7
1648,1880,1/2-1/2,7
1645,1868,0-1,7
1641,1855,1-0,7
1833,1611,1-0,7
1828,1599,1-0,7
1823,1574,0-1,7
1802,1454,1/2-1/2,7
1781,1370,1-0,7
1775,1273,1-0,7
1575,1159,1-0,7
1678,1301,1-0,7
1224,1348,0-1,7
2646,2605,0-1,8
2727,2633,1/2-1/2,8
2566,2756,1/2-1/2,8
2736,2601,0-1,8
2676,2564,1-0,8
2544,2665,1/2-1/2,8
2651,2514,1-0,8
2642,2496,1-0,8
2498,2625,1/2-1/2,8
2603,2461,1-0,8
2379,2530,1-0,8
2447,2585,1/2-1/2,8
2573,2443,1-0,8
2560,2426,1/2-1/2,8
2366,2554,1/2-1/2,8
2548,2422,0-1,8
2533,2393,1/2-1/2,8
2532,2357,1/2-1/2,8
2519,2380,1-0,8
2514,2338,1-0,8
2351,2488,1-0,8
2482,2376,0-1,8
2321,2482,1/2-1/2,8
2456,2317,1/2-1/2,8
2450,2315,1-0,8
2288,2433,0-1,8
2242,2428,1-0,8
2462,2345,1/2-1/2,8
2221,2412,1-0,8
2302,2435,0-1,8
2408,2308,1-0,8
2408,2287,1-0,8
2176,2404,0-1,8
2065,2394,0-1,8
2123,2123,0-1,8
2315,2315,1/2-1/2,8
2380,2274,0-1,8
2540,2166,1-0,8
2177,2509,0-1,8
2491,2133,1-0,8
2170,2429,0-1,8
2140,2401,0-1,8
2135,2390,1/2-1/2,8
2131,2355,0-1,8
2123,2350,1/2-1/2,8
2349,2095,1-0,8
2339,2084,0-1,8
2104,2324,0-1,8
2077,2321,0-1,8
2307,2087,1/2-1/2,8
2069,2278,0-1,8
2062,2277,0-1,8
2251,2066,0-1,8
2009,2247,0-1,8
2230,1955,1-0,8
2230,1861,1-0,8
1948,2212,0-1,8
1839,2202,1/2-1/2,8
2337,1945,1-0,8
2044,2347,0-1,8
2015,2303,0-1,8
2009,2300,0-1,8
2279,2044,1/2-1/2,8
1974,2275,0-1,8
2269,2034,1-0,8
1994,2189,0-1,8
1969,2180,1/2-1/2,8
2172,2042,1-0,8
1929,2171,0-1,8
2150,1950,1-0,8
2150,1853,1-0,8
2138,1895,1-0,8
2107,1843,1-0,8
2083,1818,0-1,8
2065,1776,1-0,8
1900,2063,1-0,8
2211,1844,1-0,8
1868,2182,0-1,8
1833,2174,0-1,8
2122,1819,1-0,8
2119,1835,1/2-1/2,8
1828,2038,0-1,8
2037,1806,0-1,8
2031,1784,1-0,8
2008,1694,0-1,8
1781,2001,0-1,8
1756,1986,0-1,8
1985,1641,1-0,8
1701,1973,0-1,8
1724,1972,0-1,8
1968,1761,1-0,8
1951,1562,1-0,8
1700,1937,0-1,8
1692,1926,1-0,8
1899,1549,0-1,8
1662,1889,0-1,8
1574,1874,1-0,8
1525,1872,0-1,8
1335,1903,1/2-1/2,8
2132,1648,1-0,8
1972,1634,1-0,8
1944,1575,1-0,8
1774,1889,0-1,8
1880,1571,1-0,8
1571,1875,0-1,8
1497,1845,0-1,8
1843,1362,1-0,8
1475,1833,0-1,8
1454,1775,1-0,8
2049,1645,1-0,8
1642,1885,1/2-1/2,8
1855,1491,1-0,8
1636,1823,1/2-1/2,8
1611,1808,0-1,8
1767,1450,1-0,8
1720,1038,1-0,8
1348,1678,1-0,8
1370,1676,0-1,8
1677,1159,1-0,8
1273,1485,1/2-1/2,8
2488,2321,1-0,9
2428,2176,1-0,9
2412,2150,1-0,9
2390,2172,0-1,9
2189,2380,0-1,9
2347,2138,1-0,9
2171,2337,0-1,9
2315,2135,0-1,9
1818,2269,0-1,9
2009,2339,0-1,9
1986,2251,0-1,9
1973,2211,0-1,9
1972,2177,0-1,9
2174,1969,1-0,9
2133,1951,0-1,9
1937,2131,0-1,9
2044,1692,1-0,9
2038,1574,1-0,9
1694,2031,1/2-1/2,9
1895,2132,1/2-1/2,9
1889,2119,0-1,9
1875,2083,0-1,9
1853,2044,0-1,9
2034,1843,1-0,9
1845,2015,1/2-1/2,9
1835,1994,0-1,9
1776,1944,0-1,9
1903,1720,0-1,9
1700,1868,0-1,9
1819,1662,1-0,9
1802,1525,1-0,9
1634,1824,0-1,9
1823,1571,1-0,9
